word1,word2,human_score,cosine_similarity
indlu,unozipho,0.399062,0.31254476
umnyango,zokuphela,0.353213,0.57597125
umfana,umbuso,0.438408,0.6339521
omculo,izicathulo,0.181579,0.14196646
inhlungu,izinsizwa,0.264326,0.32264557
ngenxa,wafunda,0.176982,0.12427871
ezintabeni,ozimisele,0.350863,0.25912553
ngokubona,owesifazane,0.413521,0.54464537
emfundweni,esizosiza,0.173057,0.43057653
mtshali.,ngangabe,0.249844,0.80345047
kugwema,kunika,0.519784,0.77914524
uphiwayinkosi,uthola,0.38129,0.19442031
uthisha,imfundo,0.31139,0.15284488
amaphoyisa,icala,0.531278,0.850854
abafundisi,baqhubeka,0.281981,0.25793895
ukusebenza,zokwelashwa,0.259159,0.14111799
kungakho,wase,0.343655,0.7410825
ulwandle,amanzi,0.460421,0.30681142
umfazi,ingane,0.507403,0.80542684
maphorisa,kumenywe,0.472255,0.6785578
ukwelapha,isifo,0.580408,0.69718796
kodwa,uyasebenza,0.342084,0.17705421
(70+%).,yokusebenzisa,0.246859,0.7506373
efanele,izidingo,0.206508,0.26139414
esihlahleni,lapho,0.256012,0.26771882
kwazo.,umuntu,0.187429,0.13708565
ekhaya,kokunqena,0.306955,0.29984817
ngenze,okudingeka,0.231821,0.78471565
ukukhuthazana,ukuxhumana,0.417305,0.21682762
enkantolo,waphendula,0.372879,0.28039044
ngobulungiswa,uyaphumelela,0.373522,0.35868213
ngezimbali,lixhomeke,0.014091,0.4267839
wakhala,zazinzima,0.346067,0.29065606
nokudayiswa,ukufundiswa,0.315427,0.61242193
abalondolozayo,okwenza,0.31121,0.26476285
abahle,eyishumi,0.318735,0.2254378
baqhubeka,kunzima,0.272698,0.2229131
uyakabisa,uyazibuza,0.591343,0.642733
noma,okugcwele,0.305327,0.278402
nabantwana,kumanje,0.136428,0.12317514
uyalala,unozibusele,0.516344,0.38499737
kwezilwane.,ephepheni,0.36394,0.572573
ehamba,izimoto.,0.301313,0.35245952
bayabona,okumnandi,0.284728,0.031261876
endaweni,izwe,0.285129,0.17853157
incwadi,impumelelo,0.28006,0.23552944
isu,ilivume,0.615084,0.6252827
bathanda,kuholela,0.272843,0.29597068
kuwena,azilungiselele,0.188477,0.33977172
bomculo,imizamo,0.31787,0.27932838
ahlala,zabantu.,0.309994,0.7591484
ukubhala,imfundo,0.347794,0.06123336
befuna,enhle,0.235257,0.120746344
omakhelwane,omusha,0.317974,0.39433822
eyahlukene,ngezinto,0.250062,0.30235508
kunayo,uhlangothi,0.452532,0.16377571
bazibandakanya,izidingo,0.232159,0.120558836
izimo,namhlanje,0.37705,0.19635577
ikati,izilwane,0.326647,0.24687803
isipho,iziphathimandla,0.349993,0.28336155
ikhompiyutha,ucingo,0.617434,0.73130137
ngayo,ngenxa,0.219468,-0.07926407
bayasiza,nolwazi,0.280717,0.17705299
ihlathi,imifula,0.370537,0.49756894
inkampani,uthanda,0.348615,0.30005777
ezinhle,sonke,0.301321,0.04817184
and,zokuthuthukisa,0.179431,0.47799242
ngendlela,ukuthuthuka,0.279944,0.22386822
ngalo,ngifuna,0.294579,0.37763637
imfundo,izintaba,0.191518,0.09043727
amandla,wesizini,0.28797,0.13493401
baneqiniso,ngokuzidela,0.414238,0.51825243
nezithombe,esikhiqizayo.,0.212371,0.30136427
ukulungisa,abaningi.,0.114851,0.35694048
nabanye,ukubekezela,0.170163,0.16677411
uyazinika,ucolonel,0.315297,0.23083997
abalandeli,ekutheni,0.390006,0.6584776
inkosi,icala,0.3313,0.20389825
manje,banikela,0.102635,0.12650496
amahle,uyathanda,0.318347,0.18720873
kepha,ukuhlonipha,0.356036,0.41682947
abalondolozayo,babe,0.215369,0.07044943
abazimisele,abanikwe,0.255273,0.13517937
nobugebengu.,ukusebenzisana,0.238219,0.60899764
nobuzwe,ubabonga,0.271401,0.13485672
zesizwe,untuli,0.136604,0.108907424
nomngane,elikhanya,0.185942,0.13972525
izinhlolo,izinyanga,0.395569,0.29825792
unokwanda,wakwazi,0.383415,0.26094195
ucingo,ukuxhumana,0.53416,0.6293026
kube,namandla,0.295146,0.08482649
kakhulu,okwadala,0.270698,0.24505693
bayisebenzisa,ngokuqina,0.298658,0.14903681
indiza,amaculo,0.285491,0.39496264
ikati,izimvu,0.421706,0.68879634
nendlela,okumqoka,0.32941,0.781057
ehambisana,ukuhlasela,0.472361,0.7340669
abalondolozayo,iyisibani,0.264999,0.18052487
ubuntu.,uhlanganyela,0.368847,0.31661522
isizwe,kuyinhlanhla,0.236284,0.28080264
uyakhuluma,uyesaba,0.663508,0.82564527
icala,izintaba,0.087235,0.2783693
babusisa,wecawa,0.280081,0.25558496
emphandleni,uyakhuthaza,0.364172,0.41488314
emfuleni,umakhelwane,0.397021,0.37359452
babantu,esikhulu,0.307027,0.085099265
imoto,olusezansi,0.347605,0.14763612
namhlanje,usipho,0.425418,0.54974914
bafeze,bomphakathi,0.431745,0.23135126
ukuqhubeka,ukumema,0.320451,0.21636254
ngezimbali,zokuphumelela,0.156419,0.578358
yesonto,esetshenziswa,0.217292,0.647438
esikhanyo,nalezi,0.125501,0.21412206
nomphakathi,wami,0.242811,0.13590102
ikusasa,ngokuthula,0.380021,0.14714715
bavikelwe,emphakathini,0.248159,0.22421746
izintatheli,ngobukhalipha,0.248969,0.194466
babo,emihle,0.285265,0.1862973
kwethu,okukhomba,0.351972,0.43620795
ibhola,ukudlala,0.375376,0.18978713
abaculi,aphuma,0.288226,0.16845784
ompofu,owedlule,0.500044,0.47803956
umndeni,ihlathi,0.213649,0.24822715
imfundo,ubuhle,0.253366,0.2571816
ukubhala,ukufaka,0.461042,0.6829203
ngohlelo,ukuze,0.261766,0.088946715
ezikhombisa,nabangane,0.11958,0.41838178
ikusasa,umbongiseni,0.267715,0.09521184
amazwi,noindlu,0.329886,0.28648013
icala,isiko,0.228702,0.61754686
ziphilile,okusemandleni,0.242264,0.28615597
abaphumelele,abathe,0.494659,0.65973127
ukufundisa,ukuqoqa,0.411067,0.29688013
eziphakeme,phezu,0.451134,0.8160059
ngenhliziyo,uyathanda,0.289621,0.09702514
ukuxhumana,umabonakude,0.430733,0.40981004
baqhuba,besikole,0.329943,0.3253553
sibona,uyapheka,0.337266,0.3322313
esisha,kwezinyanga,0.308287,0.33880088
bayacula,nezimfanelo,0.40576,0.3604661
esifanele,wakhumbula,0.438665,0.43501395
uthisha,iphepha,0.326399,0.1435082
isikole,uthisha,0.421914,0.2943621
sokubuyela,samaphoyisa,0.355926,0.69311255
inja,inyoni,0.549693,0.63717073
ngobukhosi,okuthiwa,0.135744,-0.046052083
sisekelo,yakhe,0.289368,0.30135936
okuqhubekayo.,zedolobha,0.11991,0.16573295
bomqondo.,unkosi,0.500611,0.5763683
imithetho,imiyalezo,0.338157,0.18397745
basiza,ethu,0.217173,0.06912447
ethu,isisekelo,0.273029,0.13642049
elihle,liyakhula,0.333181,0.24710032
kweminyaka,lizwe,0.264507,0.24682817
izitshudeni,leli,0.367001,0.212998
ihlangana,i-quad,0.444741,0.48711902
udokotela,ugcina,0.307098,0.1305323
onikezwa,uthabo,0.412023,0.382994
law,ngalo,0.435487,0.87047195
imeya,imidlalo,0.32366,0.6536551
imoto,uhambo,0.394971,0.30450788
umfana,umndeni,0.38703,0.43678582
ngokuthi,nenhlanhla,0.13444,0.56300294
abantwana,sobunzima,0.300075,0.051413428
nokusebenzisana,ezenziwayo,0.188154,0.23121433
namuhla,onekhono,0.437684,0.17805293
bezomthetho,eside,0.369811,0.19235592
neamazwi,yamanzi,0.222509,0.26474622
ayiyona,ukuthi,0.188864,0.21056706
umfula,imvelo,0.330412,0.41649595
imoto,isitimela,0.435338,0.4522028
iba,sohambo,0.43783,0.7667745
amadodakazi,kwezinsuku,0.311526,0.1973905
ibandla,uzogqoka,0.479871,0.61192805
ngokuzimisela,uzobonga,0.298082,0.08842986
ugelezela,untuli,0.353028,0.5430166
umfundi,iphepha,0.260816,0.2244297
ingoma,amaculo,0.330002,0.4433517
abaningi,emfuleni,0.304173,0.18391216
isihlahla,lapho,0.272019,0.25769848
icala,isizwe,0.29301,-0.03806749
izibhedlela,izinkinga,0.330042,0.6142562
lokuqala,okhutheleyo,0.382399,0.44659021
usiphokuhle,ulwimi,0.549679,0.8312655
edinga,efisa,0.381029,0.44044912
ulwazi,umdlalo,0.111345,0.025437444
ezikhuthele,yonke,0.258625,0.09396175
endawo,wendawo,0.267332,0.40864673
bonke,zekhono,0.266734,0.18423834
eminingi,ukhezo,0.336181,0.305142
izindawo,izimvu,0.281646,0.37479684
ukukhomba,kithina,0.298144,0.38205278
ojulile,ukuphana,0.417848,0.46377695
ingoma,umculi,0.508494,0.73327184
isizwe,inkampani,0.144179,0.1485069
abakhuliswe,abangena,0.406223,0.18004073
kabusha.,elinothando,0.128283,0.27962434
uthabo,ufuna,0.398033,0.21892841
ikati,inyuvesi,0.308932,0.301456
kwesikhathi,yesikole,0.365478,0.38625902
amakhosi,ubumbano,0.286537,0.22772555
luyinqaba,umnewethu,0.379234,0.37213492
enhliziyweni,ndawonye,0.239159,0.12505417
emfuleni,uyafundisa,0.406252,0.341244
ejele,ngenyanga,0.34062,0.30653122
ubudlelwane,ubig,0.364245,0.48051313
ukubaluleka,ukusimama,0.309713,0.11334588
amanxusa,ezikhungweni,0.290168,0.18893969
abo,eliphezulu,0.35615,0.3123984
ukufeza,uyagijima,0.201633,0.17605904
imeya,umbuso,0.368466,0.39362177
abadala,abasweleyo.,0.290747,0.17670798
okusiza,uzobuya,0.260417,0.770142
ngakolunye,uyazi,0.31181,0.52002865
nje,nezinolwazi.,0.23251,0.27114925
phakathi,uthando,0.310483,0.04697895
abesifazane,emva,0.320232,0.2181745
izihlobo,ngezinga,0.222781,0.045252606
banikela,zomphakathi,0.361025,0.38306782
ekhishini,uyabiza,0.458868,0.4374579
onke,yenhlalakahle,0.342536,0.10145623
bayigcina,izinzalabantu,0.294406,0.25981405
uthandeka,usebenza,0.284153,0.10461976
emphandleni,phakathi,0.294636,0.17797574
unhlanhla,uhlanganyela,0.288634,0.27761513
imidlalo,kanti,0.269992,0.068420455
lisho,ngokuzimisela,0.26764,0.14187616
nanti,wasebenza,0.401042,0.3563181
imoto,ukuhamba,0.429485,0.22493415
indiza,ukwelapha,0.224788,0.49112442
ukuhamba,uhambo,0.707602,0.85228145
uyaesaba,ugcwele,0.349058,0.47057268
izintombi,izimoto.,0.320312,0.13772245
ofudumele,wakhe,0.463323,0.30195448
ukusayinisa,ukunisela,0.529468,0.6167901
abaningi,esikoleni,0.260394,0.11622835
bemibono,ngokuzimisela,0.284146,0.14295849
sabo,nokwazi,0.155155,0.22505008
izidingo,uphelile,0.248721,0.18792771
izinto,kungaba,0.217531,0.03385619
abasolwa,inkantolo,0.530752,0.74188894
enkantolo,ngelanga,0.400166,0.24774654
deep,nesiqhakazile,0.170824,0.2947439
amathathu,amahlandla,0.543597,0.7096525
eminingi,zemindeni,0.298671,0.24549595
o-a,ulaura,0.761808,0.83272976
amakhosi,kwenyanga,0.292981,0.107381396
uyekelela,uzoqhubeka,0.35721,0.5221658
induna,oluningi,0.414969,0.24094674
umfazi,umfana,0.575567,0.403752
ebhange,owubumbene.,0.509787,0.50241685
umculo,ikhwaya,0.469959,0.3943721
umrepha,ikhwaya,0.586777,0.7324291
amathuba,zomphakathi,0.30519,0.06494097
ka-matric,liqala,0.180133,0.22922605
iphepha,ulwazi,0.289125,0.099682204
umfazi,umndeni,0.4141,0.5837653
uyahamba,u-matric,0.298799,0.25899407
umhlengikazi,isifo,0.412118,0.3146621
amathuba,kancane,0.304006,0.06397302
isitimela,uhambo,0.485775,0.7770368
esifanele,uyakhumbula,0.484142,0.33086437
unjinji,udle,0.366177,0.600779
ababuya,uyakholelwa,0.346543,0.3898838
ikusasa,unxuse,0.200619,0.043604176
ekuseni,ngenxa,0.285173,0.18875654
ihlale,obukhulu,0.244789,0.2213606
sokuthula,zesizwe,0.432305,0.3392023
control.,ukuze,0.044402,0.148146
ekuphatheni,omakhelwane,0.329077,0.21100785
amandla,uzinhle,0.309984,0.12030561
komndeni.,ngobuhle,0.29821,0.39857468
ngosuku,nguumahlaba,0.285504,0.44536617
esiqinile,yekhaya,0.285169,0.16197738
ubuhlebezwe,ufundela,0.336776,0.33496642
umuntu,abantu,0.358764,0.24538843
amaphoyisa,isikhungo,0.25073,0.6056976
abaphumelele,abafundi,0.400279,0.1465518
esidlule,ukhanyisile,0.486496,0.40864074
uthisha,incwadi,0.363873,0.07522698
inyuvesi,imfundo,0.30862,0.089200035
inkinga,wakho,0.369325,0.6480512
ukudla,imifino,0.303293,0.20589729
umthombo,umlingisi,0.582418,0.8334551
uthando,wesaba,0.250101,0.085745096
umculi,amaculo,0.364476,0.5237505
i-edendale,isikole,0.323281,0.5484978
amaphutha,amasha,0.368309,0.1993905
ompofu,waphuza,0.488835,0.36534366
labazali,izimbuzi,0.059177,0.09061234
ukudla,inyama,0.511658,0.351698
abantulayo,elikhulu,0.249393,0.033560704
ulwandle,izintaba,0.330072,0.18031171
lelo,abayinikwa,0.131371,0.19999601
isiko,ubuntu,0.333443,0.33777106
ezinkundleni,omphakathi,0.465332,0.5412064
unaliphi,ubonakele,0.502731,0.69375217
enezinhlelo,ukwenza,0.213088,0.13246885
unomathemba,yamazwe,0.358385,0.23804177
bayiqonda,ndawonye,0.282299,0.041660193
abalungi,ephathelene,0.240366,0.25388798
udokotela,umhlengikazi,0.639108,0.50710285
elwandle,ujeqe,0.490329,0.59465456
iziketi,wesimanje,0.503921,0.72456425
bavikelwe,nabo,0.264146,0.27723446
emapulazini,bayahlala,0.169975,0.3272604
idolobha,ilokishi,0.447784,0.2965112
isinkwa,ubisi,0.665789,0.35763747
ijabule,ikhiqiza,0.285668,0.15125924
emakhaya,nezinto,0.252272,0.20504887
ithuba,ngezandla,0.412278,0.5260722
olusezansi,umzali,0.294727,0.12167248
isizwe,ikhwaya,0.117796,0.09006684
ngokuphakama,zamasiko,0.314343,0.09151627
xulu,neisibindi,0.126077,0.11625368
amaphoyisa,abasolwa,0.691906,0.79584426
ukuthola,webhizinisi,0.371731,0.44427517
ezobulungiswa,nokuqinisekisa,0.431143,0.80237824
enkantolo,ngenjabulo,0.366824,0.36413503
ezibalulekile,zemicimbi,0.230547,0.2863467
ngamandla,ziyabona,0.236043,0.05765323
lokuhlanza,unika,0.243826,0.32987976
ohlala,uyazama,0.426424,0.64411134
ukuze,wajabula,0.246465,0.109687455
ngo-2012,yomakhelwane,0.25248,0.5570412
umfula,amanzi,0.535497,0.38573372
imali,wahleka,0.458676,0.4420425
i-arrows,wumdlalo,0.601436,0.8021604
elandisa,esikulona,0.299275,0.74629724
obuhle.,ubuhlanga,0.466194,0.70722234
umbuso,imvelo,0.165624,0.1820765
njalo,zibe,0.304342,0.016538268
isikhathi,yokufunda,0.238706,0.2901536
lokuqala,ngobuqotho,0.270876,0.09273079
ikakhulukazi,obukhulu,0.309553,0.10150019
ngokwesiko,ezimfushane.,0.160385,0.24331343
amandla,wokunikela,0.254545,0.16857928
inyuvesi,incwadi,0.439402,0.18100233
bayavuka,elikhethekile,0.339384,0.21333781
baqhubeka,emabhalweni,0.25126,0.10557924
amakhono,yokuzinikela,0.240486,0.10959901
ngakho,uyahlonipha,0.31914,0.43996182
abazenzayo,ukudla,0.30021,0.22186428
uyajabula.,ubonge,0.386595,0.45387518
ezintabeni,umasipala,0.351211,0.24550973
kamasipala,enezihlalo,0.194439,0.73574317
luqinile.,ephezulu,0.240839,0.17287892
noma,uvakashele,0.225241,0.18986796
ababuya,ekuseni,0.316105,0.035915107
izinkabi,izishumayeli,0.451838,0.34626392
ikhaya,ubuntu,0.235398,0.25726765
zicula,ezikoleni.,0.234127,0.6976411
ingakho,incwadi,0.422322,0.6440702
liphuma,yomdabu,0.287175,0.19182903
ukwelapha,ilokishi,0.251931,0.66968465
abavikeli,bafundisa,0.288052,0.25687438
yobumnandi,okunguyena,0.216227,0.73472196
bafunda,lesihlanu,0.300881,0.34821102
ikhompiyutha,umabonakude,0.485407,0.66441536
samathambo,ukuphazanyiswa,0.4591,0.71291494
ukuthungwa,sikole,0.250718,0.34688368
uyapheka,uyasizana,0.572142,0.18945493
amahle,uyaphila,0.357127,0.22058675
bayahamba,izimpesheni,0.457151,0.5698273
igagasi.,ikhulume,0.376789,0.6639258
bayikhuthaza,zesizwe,0.319649,0.2530976
emoses,kuzovula,0.31345,0.7591897
izinkampani,izimilo,0.442448,0.5195084
bayabonga,ikhaya,0.213816,0.12897965
uyabona,wemvelo,0.298347,0.16337283
ibhange,umabonakude,0.297635,0.3937054
abadala,ngehora,0.31935,0.124199234
esikhulu,umsebenzi,0.223775,0.13915107
sibona,ihhovisi,0.173865,0.28969857
umasipala,isizwe,0.377727,0.14346652
kugrade,kuya,0.463933,0.70833766
bayigcina,wami,0.244563,0.2267995
kushiwo,akawuphumelelanga,0.223665,0.5426608
elikhulu,nabantu,0.270637,0.09635414
bayahleka,ezibalulekile,0.335544,0.018003322
uhulumeni,umasipala,0.556143,0.69064623
amnandi,webhizinisi,0.387216,0.30691203
choir.,lamadolobha,0.312168,0.71004224
amakhulu,obumnyama,0.333338,0.37061372
isibhamu,inkantolo,0.573627,0.80136603
onikezwa,usihle,0.389248,0.32981214
ubuciko,ubelimele,0.297401,0.22701891
abasolwa,inhlamvu,0.534149,0.6311711
injabulo,yokufunda,0.318841,0.2888467
uyesaba,usandile,0.383715,0.21540459
idolobha,indlu,0.343361,0.20986232
kanti,ubambane,0.324781,0.29939094
uhlale,uvezele,0.332749,0.17671788
ikilasi,idonse,0.357825,0.2143749
umfula,ulwandle,0.485923,0.5057528
indodakazi,zonke,0.2404,0.09143041
inyuvesi,uthisha,0.545193,0.5183605
inyama,imifino,0.351901,0.33862036
ukhezo,ukuhlala,0.258798,0.21558563
uphiko,ubheke,0.556798,0.5808699
undlovu,uramaphosa,0.622044,0.8442575
inja,izinja,0.689149,0.7944865
ngobunyoninco,yezomnotho,0.345551,0.22961046
ethempelini,imfundo,0.196107,0.058453746
ezimpilweni,ezinobuhlakani,0.126986,0.17426024
amathuba,uyakholelwa,0.256317,0.1827651
kanye,ubongani,0.326726,0.14370102
durban,housewives,0.791616,0.88843375
bazikhuthaze,yokuthanda,0.308385,0.19179004
ingane,abantu,0.372768,0.13658385
izinkomo,umdlalo,0.289937,0.61051106
incwadi,ukubhala,0.540596,0.74777466
unokufa,uyambonga.,0.435085,0.23632959
imidlalo,okuzijwayeza,0.507752,0.48952875
unothando,uyabazi,0.389126,0.20289198
umhlengikazi,ukwelapha,0.312998,0.25670713
onesifundo,uzophuza,0.536152,0.76371545
amakhono,kanzima,0.211676,0.07560085
bayamthanda,ezinhle,0.305345,-0.11172322
isizwe,isibhamu,0.196625,-0.0019087705
ikati,ize,0.415403,0.73144925
esidlule,usiyanda,0.390158,0.36489275
iqoqe,ibhethri,0.456273,0.52780974
ezidumile,izimo,0.278115,0.27623606
wukugula,banemali,0.292786,0.6938777
etholakala,olwandle,0.391904,0.34602022
abakhuliswe,yokuqala,0.058358,0.16485906
izintaba,imvelo,0.276636,0.39165145
ulwazi,imfundo,0.404886,0.25044578
izifiso,izulu,0.319626,0.25356543
inyuvesi,waphila,0.33031,0.38863486
isinqumo,isolezwe,0.583446,0.81461394
abadinga,nobuhlungu,0.300265,0.5375384
bazimisela,obukhulu,0.291244,0.13144754
ukondla,ukuthakasela,0.568931,0.37914476
esinezinhlelo,olusiza,0.289859,0.28357536
bayathanda,kusiza,0.3649,0.39496052
bazohleka,ezimbalwa,0.336053,0.3178882
edolobheni,uyazinikela,0.288559,0.2551892
000,ngonyaka,0.28126,0.16340707
emasimini,unkosi,0.320916,0.19765434
incwadi,imfundo,0.237595,0.07130823
kusasa,zihambisane,0.311179,0.25568098
enkampini,usbusiso,0.395498,0.1474362
ihlosi,izinja,0.579119,0.8134281
amakhulu,namagatsha,0.278983,0.18977888
kubekhona,ngcono,0.295698,0.30782366
ahlanzekile,unozipho,0.445962,0.30431503
abanakekeli,emaplasini,0.16037,0.12763762
izinto,umlungisi,0.26847,0.10225147
yezinsolo,zokugweva,0.620638,0.92247427
asolwandle,wakhe,0.33059,0.4134492
imali,yomphakathi,0.233841,0.18026681
namhlanje,omusha,0.327584,0.30253464
babuya,umphakathi,0.295926,0.043719612
uhulumeni,uzokhuluma,0.473039,0.4367098
bahlela,izethulo,0.35098,0.20490496
ubisi,ukuphuza,0.495867,0.83212
elithandekayo,zomphakathi,0.291818,0.20604113
abantu,zizoguquka,0.160007,0.15833609
egumbini,ngesonto,0.420053,0.40168667
usiyanda,uxhuma,0.252932,0.31498456
ihlathi,izintaba,0.442897,0.3013321
babe,izindlu,0.473801,0.32876763
abakhokheli,abakhulekeli,0.559598,0.34037405
ilokishi,indlu,0.378909,0.34918723
esikoleni,umphathi,0.314727,0.37575498
ngemva,umngane,0.356331,0.19453536
enkulu,yezemidlalo,0.279449,0.14603761
amaphoyisa,amagquma,0.441292,0.7512378
egcekeni,inja,0.374903,0.40653083
eningi,umalume,0.413677,0.31301543
udokotela,ukwelapha,0.333641,0.08998425
ipakiwe,ngaphandle,0.302294,0.4703028
esithangamini,ngihlale,0.360993,0.5751792
isifundo,kakhulu,0.221937,0.028117491
ekuphatheni,usihle,0.399121,0.3765608
incwadi,iphepha,0.528179,0.83420485
ubabonga,ugogo,0.298857,0.11741003
izazi,izinso,0.376045,0.23440717
izimpesheni,izibani,0.350251,0.2706825
incwadi,ulwazi,0.315151,0.06751416
amanzi,imithi,0.3662,0.34892517
elinothando,umbuso,0.30506,0.2171896
baneqiniso,ecawa,0.450436,0.4503642
nesifiso,zokwelashwa,0.235686,0.3115222
uhulumeni,icala,0.317245,0.3725846
usinokholo,uthebe,0.544996,0.84222627
amaphoyisa,ukudlala,0.205276,0.73841095
emzini,kokucabanga,0.334829,0.46368206
wafundisa,entsha,0.22734,0.23062915
amaphupho,emakethe,0.312995,0.26084885
ecacile,ezinzima,0.490291,0.74330854
ngesonto,uyazazi,0.318356,0.12071614
azilungiselele,esibhedlela,0.341088,0.1770173
baphila,ozimisele,0.26436,0.09257961
indlu,waphila,0.36246,0.4031782
abaholi,ukuze,0.311535,0.28784063
yakubo,ezinhle,0.043462,0.025047928
indlu,okwamanje,0.345432,0.47928533
enkundleni,izimpilo,0.232953,0.13924076
unezinto,ujaji,0.258709,0.2830087
uyakhula,uyazama,0.379982,0.2871413
ne-archery,luyinsika,0.25516,0.36060923
abaningi,futhi,0.239678,0.123616315
iyisibani,igazi,0.246659,0.09003684
emaplasini,kwenyanga,0.301975,0.09996415
ezimnandi,ngamandla,0.292248,0.0424806
ngemva,wasenyuvesi,0.284605,0.21834725
ngoba,yesizwe,0.281199,0.11412438
bayapheka,egoli,0.374896,0.3730312
izwe,umnewethu,0.358798,-0.007927481
eningizimu,kuthiwa,0.399412,0.28299534
izethameli,izakhiwo,0.388333,0.49431926
uyacula,ulimi,0.23573,0.21117374
bahlala,befunda,0.351446,0.16666019
itheku,indlu,0.37608,0.27347502
ukuqaphela,ukungena,0.428259,0.7708635
ezikoleni,kubafundi,0.325876,0.13502255
emnandi,ezinhle,0.218369,-0.040366206
isifo,impilo,0.261436,0.16085434
uthandeka,ucula,0.318337,0.11446806
inkomishi,bayahlanza,0.19045,0.031021724
bayakhuluma,ngolwazi,0.323623,0.32963136
imifino,ukufunda,0.205581,0.33691886
engango-r5,kuphela.,0.171751,0.78398657
umfazi,indoda,0.596198,0.33848822
kuthe,ngonyaka,0.256268,0.25339517
5,umkhandlu,0.302861,0.40532222
kube,ukufundisa,0.230085,0.20056005
nokho,uyabonga,0.25518,0.3216057
ngokusebenza,zikhathi,0.255901,0.20933324
incwadi,inkantolo,0.314263,0.6747718
abangasizakala,uma,0.238343,0.14154994
usuku,ufakazi,0.540375,0.8115266
ethekwini.,umuntu,0.204597,0.103273615
obufuneka,okukhulu,0.253641,0.093398094
bese,sciences,0.333527,0.2767446
abasebenzi,amathuba,0.25212,0.15468669
izinkomo,izimvu,0.652329,0.93376994
elikhulu,ihlosi,0.29722,0.20178124
endawo,amathathu,0.213821,0.23779532
izingubo,neamazwi,0.247055,0.17328833
emthonjeni,ezisiza,0.514691,0.5755518
inkosi,umasipala,0.40888,0.46556595
umakhalekhukhwini,umatasa,0.398664,0.6818573
ngobukhali,unkosi,0.421235,0.34986097
ukufunda,imfundo,0.374917,0.17429723
march,umbala,0.180484,0.40129006
uyabona,uzocula,0.302338,0.18340524
izakhiwo,izinhliziyo,0.311087,0.58380455
abakhosi,ubunzima,0.260929,0.19136354
bomdabu,noma,0.273298,-0.0060593095
izindlela,izilwane,0.273057,0.12487621
inyoni,izilwane,0.493699,0.45588022
elanga,emgwaqeni,0.301503,0.20458551
ukuqonda,ukuhoxa,0.438236,0.56899154
ezinhle,unokwanda,0.255444,0.1094823
imali,ukonga,0.462878,0.52112013
bayisebenzisa,zemindeni,0.265348,0.27967626
iphepha,impumelelo,0.316979,0.29282662
kusukela,kuyakhombisa,0.193299,0.58696747
unyaka,uyageza,0.373173,0.42034447
